id,aircraft,flight_date,damage,airline,state,phase_of_flight,reported_date,bird_size,cost,feet_above_ground
333,Airplane,2000-02-17,No damage,UNITED AIRLINES,,Take-off run,,Medium,0,0
334,Airplane,2000-02-17,No damage,SOUTHWEST AIRLINES,California,Take-off run,,,0,0
336,Airplane,2000-02-17,Caused damage,SOUTHWEST AIRLINES,California,Approach,,,0,1200
337,Airplane,2000-02-17,Caused damage,ALASKA AIRLINES,California,Approach,,Medium,0,
338,Airplane,2000-02-17,No damage,BUSINESS,California,Approach,2000-02-17,Medium,0,900
339,Airplane,2000-02-17,No damage,CONTINENTAL AIRLINES,,Approach,2000-02-17,Medium,0,300
340,Airplane,2000-02-17,No damage,BUSINESS,California,Climb,2000-02-17,Small,0,1600
341,Helicopter,2000-02-17,Caused damage,BUSINESS,Alabama,Approach,2000-02-17,,67,500
343,Airplane,2000-02-18,No damage,BUSINESS,California,Landing Roll,,,0,0
344,Airplane,2000-02-18,No damage,UNITED AIRLINES,California,Climb,,Medium,0,800
345,Airplane,2000-02-18,No damage,ATLAS AIR,,,,Medium,0,
346,Airplane,2000-02-18,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Climb,,Medium,0,
347,Airplane,2000-02-18,No damage,US AIRWAYS*,Tennessee,Climb,2000-02-18,Small,0,800
348,Airplane,2000-02-18,No damage,ABX AIR,Tennessee,Approach,2000-02-18,,0,800
349,Airplane,2000-02-18,Caused damage,BUSINESS,New Jersey,Landing Roll,2000-02-18,Large,136309,0
350,Airplane,2000-02-19,No damage,BUSINESS,California,Take-off run,,Small,0,0
351,Airplane,2000-02-19,No damage,DELTA AIR LINES,Virginia,Approach,,,0,100
352,Airplane,2000-02-19,No damage,AIR CANADA,DC,Approach,,Medium,0,100
353,Airplane,2000-02-19,No damage,SOUTHWEST AIRLINES,Texas,Approach,,Medium,0,1000
354,Airplane,2000-02-19,No damage,NORTHWEST AIRLINES,,Landing Roll,,Medium,0,0
355,Airplane,2000-02-19,Caused damage,UNITED AIRLINES,,,,Medium,0,
356,Airplane,2000-02-19,Caused damage,SOUTHWEST AIRLINES,Illinois,Climb,,Medium,0,10
357,Airplane,2000-02-19,No damage,BUSINESS,Florida,Climb,2000-02-19,,0,200
358,Airplane,2000-02-19,No damage,UNITED AIRLINES,DC,Approach,2000-02-19,Medium,0,50
360,Airplane,2000-02-19,Caused damage,DELTA AIR LINES,Florida,Approach,2000-02-19,,0,125
361,Airplane,2000-02-19,No damage,SOUTHWEST AIRLINES,California,Approach,2000-02-20,,0,40
362,Airplane,2000-02-20,No damage,ATLANTIC COAST AIRLINES,DC,Approach,,Medium,0,800
363,Airplane,2000-02-20,No damage,AIRTRAN AIRWAYS,Georgia,Approach,,Large,0,1200
364,Airplane,2000-02-20,No damage,BUSINESS,Illinois,Approach,,,0,
365,Airplane,2000-02-20,Caused damage,US AIRWAYS*,Pennsylvania,Take-off run,2000-02-20,,0,0
366,Airplane,2000-02-21,No damage,AMERICA WEST AIRLINES,,,,Medium,0,
367,Airplane,2000-02-21,No damage,NORTHWEST AIRLINES,Ohio,Approach,,Medium,0,1200
368,Airplane,2000-02-21,No damage,UNITED AIRLINES,,Approach,,Medium,0,
370,Airplane,2000-02-21,Caused damage,US AIRWAYS*,North Carolina,Climb,,Medium,0,75
371,Airplane,2000-02-21,Caused damage,NORTHWEST AIRLINES,California,Take-off run,,,209660,0
372,Airplane,2000-02-21,Caused damage,AMERICAN EAGLE AIRLINES,California,Take-off run,,,0,0
373,Airplane,2000-02-21,Caused damage,UNITED AIRLINES,Illinois,Landing Roll,,Medium,0,0
374,Airplane,2000-02-21,Caused damage,UNITED AIRLINES,,Approach,,Medium,0,
375,Helicopter,2000-02-21,No damage,GOVERNMENT,Nebraska,En Route,2000-02-23,,0,1900
376,Airplane,2000-02-22,No damage,DELTA AIR LINES,New York,Take-off run,,Small,0,0
377,Airplane,2000-02-22,No damage,BUSINESS,Missouri,Climb,,,0,1800
378,Airplane,2000-02-22,No damage,UNITED AIRLINES,Illinois,Climb,,Medium,0,11000
379,Airplane,2000-02-22,No damage,NORTHWEST AIRLINES,Tennessee,Climb,,Medium,0,1500
380,Airplane,2000-02-22,No damage,UNITED AIRLINES,,,,Medium,0,
381,Airplane,2000-02-22,No damage,UNITED AIRLINES,,,,Medium,0,
383,Airplane,2000-02-22,No damage,MURRAY AVIATION,New York,Landing Roll,2000-02-22,Medium,0,0
386,Airplane,2000-02-22,Caused damage,BUSINESS,Florida,En Route,2000-02-22,Large,11493,1500
387,Airplane,2000-02-22,Caused damage,US AIRWAYS*,Pennsylvania,Climb,2000-02-22,Large,3367644,1000
388,Airplane,2000-02-22,No damage,MILITARY,Oklahoma,Climb,2000-12-11,Medium,0,
389,Airplane,2000-02-22,No damage,AMERICAN AIRLINES,Texas,,2001-02-15,Large,0,0
390,Airplane,2000-02-23,No damage,AMERICA WEST AIRLINES,Arizona,Approach,,Small,0,500
391,Airplane,2000-02-23,No damage,AMERICAN AIRLINES,Texas,Take-off run,,Medium,0,0
392,Airplane,2000-02-23,No damage,UNITED AIRLINES,Illinois,Descent,,Medium,0,5000
393,Airplane,2000-02-23,No damage,AIR WISCONSIN AIRLINES,Colorado,Approach,,Medium,0,
394,Airplane,2000-02-23,Caused damage,BUSINESS,Arizona,En Route,,Medium,6014,6000
395,Airplane,2000-02-23,Caused damage,BUSINESS,South Carolina,Climb,2000-02-23,Small,0,500
397,Airplane,2000-02-23,Caused damage,BUSINESS,Virginia,En Route,2000-03-02,Medium,2673,2500
398,Airplane,2000-02-23,No damage,MILITARY,Florida,Approach,2002-01-14,Medium,0,300
399,Airplane,2000-02-23,No damage,MILITARY,Florida,Approach,2002-01-15,Large,0,300
400,Airplane,2000-02-24,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
401,Airplane,2000-02-24,No damage,UNITED AIRLINES,South Dakota,Climb,,Medium,0,
402,Airplane,2000-02-24,Caused damage,UNITED AIRLINES,California,Take-off run,,Small,0,0
403,Airplane,2000-02-24,No damage,US AIRWAYS*,Pennsylvania,Approach,2000-02-24,,0,700
408,Airplane,2000-02-24,Caused damage,BUSINESS,Missouri,Landing Roll,2000-02-24,Large,196446,0
409,Airplane,2000-02-24,Caused damage,DELTA AIR LINES,North Carolina,Approach,2000-02-24,Large,0,2300
411,Airplane,2000-02-24,No damage,MILITARY,Colorado,Approach,2002-01-15,Small,0,
412,Airplane,2000-02-24,No damage,MILITARY,Colorado,Approach,2002-01-23,Medium,0,
413,Airplane,2000-02-24,No damage,MILITARY,Louisiana,Approach,2002-02-12,Medium,0,2000
414,Airplane,2000-02-25,No damage,ISLAND AIR,Hawaii,Take-off run,,Small,0,0
415,Airplane,2000-02-25,No damage,AMERICA WEST AIRLINES,Utah,Take-off run,,Small,0,0
416,Airplane,2000-02-25,No damage,UNITED AIRLINES,Illinois,Climb,,Medium,0,5000
417,Airplane,2000-02-25,No damage,AMERICAN EAGLE AIRLINES,Arkansas,Approach,,Small,0,
418,Airplane,2000-02-25,No damage,TRANS WORLD AIRLINES,Texas,Landing Roll,,Medium,0,0
419,Airplane,2000-02-25,No damage,NORTHWEST AIRLINES,Florida,Climb,,Medium,0,8000
420,Airplane,2000-02-25,No damage,UNITED AIRLINES,,,,Medium,0,5000
421,Airplane,2000-02-25,No damage,UNITED AIRLINES,,,,Medium,0,
422,Airplane,2000-02-25,No damage,AMERICAN EAGLE AIRLINES,Texas,Climb,2000-02-25,Medium,0,50
423,Airplane,2000-02-25,No damage,AMERICAN EAGLE AIRLINES,Arkansas,Climb,2000-02-25,Small,0,50
424,Airplane,2000-02-25,No damage,US AIRWAYS*,Pennsylvania,Approach,2000-02-25,,0,500
425,Airplane,2000-02-25,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2000-02-25,Small,0,0
426,Airplane,2000-02-25,Caused damage,TRANS WORLD AIRLINES,South Dakota,Approach,2000-02-27,,40091,2970
427,Airplane,2000-02-26,No damage,AMERICAN AIRLINES,Florida,Take-off run,,,0,0
428,Airplane,2000-02-26,No damage,SOUTHWEST AIRLINES,California,Climb,,Medium,0,4000
429,Airplane,2000-02-26,No damage,AMERICAN AIRLINES,New York,Landing Roll,,Medium,0,0
430,Airplane,2000-02-26,No damage,AMERICAN AIRLINES,Texas,Landing Roll,,Medium,0,0
431,Airplane,2000-02-26,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
432,Airplane,2000-02-26,No damage,DELTA AIR LINES,Kentucky,Climb,,Small,0,100
433,Airplane,2000-02-26,No damage,BUSINESS,DC,Approach,,,0,400
434,Airplane,2000-02-26,No damage,UNITED AIRLINES,,,,Medium,0,
435,Airplane,2000-02-26,No damage,SOUTHWEST AIRLINES,California,Approach,,Medium,0,
436,Airplane,2000-02-26,Caused damage,BREEZE,Ohio,Landing Roll,,Large,0,0
437,Airplane,2000-02-26,Caused damage,BUSINESS,Florida,Climb,,Large,0,1600
438,Airplane,2000-02-26,Caused damage,ALASKA AIRLINES,Alaska,Landing Roll,2000-02-26,Large,0,0
439,Airplane,2000-02-26,No damage,AMERICAN AIRLINES,New York,Take-off run,2000-02-27,Small,0,0
440,Airplane,2000-02-26,No damage,FEDEX EXPRESS,Tennessee,Approach,2000-03-01,Small,0,500
441,Airplane,2000-02-27,No damage,US AIRWAYS*,Pennsylvania,Take-off run,,,0,0
442,Airplane,2000-02-27,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
443,Airplane,2000-02-27,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
444,Airplane,2000-02-27,Caused damage,AMERICAN EAGLE AIRLINES,California,Climb,,,0,2000
445,Airplane,2000-02-28,No damage,UNITED AIRLINES,Illinois,Take-off run,,Small,0,0
446,Airplane,2000-02-28,No damage,UNITED AIRLINES,,,,Medium,0,
447,Airplane,2000-02-28,Caused damage,BUSINESS,Missouri,En Route,,Medium,0,5000
448,Airplane,2000-02-28,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Approach,,Small,0,2000
449,Airplane,2000-02-28,No damage,AMERICAN EAGLE AIRLINES,California,Take-off run,2000-02-28,Small,0,0
450,Airplane,2000-02-28,No damage,US AIRWAYS*,Pennsylvania,Landing Roll,2000-02-28,,0,0
451,Airplane,2000-02-28,Caused damage,BUSINESS,New Jersey,Climb,2000-02-28,,0,50
452,Airplane,2000-02-28,Caused damage,BUSINESS,Michigan,Landing Roll,2000-02-28,Large,412,0
453,Airplane,2000-02-28,Caused damage,BUSINESS,Minnesota,Approach,2000-02-28,Large,0,2300
455,Airplane,2000-02-29,No damage,ABX AIR,,En Route,,Medium,0,
456,Airplane,2000-02-29,No damage,AMERICAN AIRLINES,Louisiana,Landing Roll,,Large,0,0
457,Airplane,2000-02-29,No damage,UNITED AIRLINES,Washington,Approach,,Medium,0,500
458,Airplane,2000-02-29,No damage,AMERICAN AIRLINES,California,Approach,,Medium,0,1000
459,Airplane,2000-02-29,No damage,OMNI AIR INTL,California,Take-off run,,Large,0,0
460,Airplane,2000-02-29,No damage,CENTRAL AIR SOUTHWEST,Missouri,Descent,,Large,0,3300
461,Airplane,2000-02-29,No damage,DELTA AIR LINES,DC,Climb,,Medium,0,1500
462,Airplane,2000-02-29,Caused damage,UNITED AIRLINES,California,Landing Roll,,Medium,0,0
463,Airplane,2000-02-29,No damage,AIR TRANSAT,Florida,Landing Roll,2000-02-29,Large,0,0
465,Airplane,2000-02-29,No damage,BUSINESS EXPRESS,Maine,Take-off run,2000-03-02,Small,0,0
466,Airplane,2000-02-29,Caused damage,BUSINESS,Minnesota,Climb,2000-03-02,,0,15
467,Airplane,2000-02-29,No damage,MILITARY,Missouri,Approach,2001-07-17,Large,0,1000
468,Airplane,2000-02-29,No damage,MILITARY,Texas,Take-off run,2002-01-15,Small,21,0
469,Airplane,2000-02-29,No damage,MILITARY,Louisiana,Approach,2002-02-12,Medium,0,
470,Airplane,2000-03-01,No damage,UNITED AIRLINES,Illinois,Landing Roll,,Medium,0,0
471,Airplane,2000-03-01,No damage,NORTHWEST AIRLINES,Colorado,Climb,,Small,0,200
472,Airplane,2000-03-01,No damage,UNITED AIRLINES,Florida,Approach,,Medium,0,
473,Airplane,2000-03-01,No damage,UNITED AIRLINES,,,,Medium,0,
475,Airplane,2000-03-01,Caused damage,UNKNOWN,Florida,Take-off run,,,0,0
476,Airplane,2000-03-01,Caused damage,UNKNOWN,Florida,Take-off run,,Medium,0,0
478,Airplane,2000-03-01,No damage,MILITARY,Rhode Island,Landing Roll,2000-05-23,,0,0
479,Airplane,2000-03-01,Caused damage,SINGAPORE AIRLINES,,,2000-07-03,Medium,0,
480,Airplane,2000-03-02,No damage,AIR JAMAICA,New York,Take-off run,,Small,0,0
481,Airplane,2000-03-02,No damage,PRIVATELY OWNED,Minnesota,Climb,,Medium,0,75
482,Airplane,2000-03-02,No damage,EXECUTIVE JET AVIATION,New Jersey,Approach,2000-03-02,,13417,800
483,Airplane,2000-03-02,No damage,COMAIR AIRLINES,Pennsylvania,Approach,2000-03-02,,0,1000
484,Airplane,2000-03-02,Caused damage,BUSINESS,Minnesota,Descent,2000-03-03,Large,526529,3000
485,Airplane,2000-03-02,Caused damage,UNITED AIRLINES,Oregon,Climb,2000-05-02,Large,0,
486,Airplane,2000-03-02,No damage,MILITARY,Florida,Take-off run,2000-07-06,Medium,539026,0
487,Airplane,2000-03-03,No damage,BUSINESS,Colorado,Climb,,Small,0,30
488,Airplane,2000-03-03,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,,Medium,0,0
489,Airplane,2000-03-03,No damage,UNITED AIRLINES,,,,Medium,0,
490,Airplane,2000-03-03,No damage,UNITED AIRLINES,Massachusetts,Approach,,Medium,0,
491,Airplane,2000-03-03,No damage,UNITED AIRLINES,California,Climb,,Medium,0,
492,Airplane,2000-03-04,No damage,UNITED AIRLINES,Arizona,Take-off run,,Medium,0,0
493,Airplane,2000-03-04,No damage,UNITED AIRLINES,,,,Medium,0,
494,Airplane,2000-03-04,No damage,MESABA AIRLINES,South Dakota,Climb,2000-03-04,Small,0,2000
495,Airplane,2000-03-05,No damage,AMERICA WEST AIRLINES,Arizona,Take-off run,,Small,0,0
496,Airplane,2000-03-05,No damage,HAWAIIAN AIR,Hawaii,Climb,,Small,0,10
497,Airplane,2000-03-05,No damage,ABX AIR,Alabama,Approach,,Small,0,30
498,Airplane,2000-03-05,No damage,AMERICA WEST AIRLINES,Arizona,En Route,,Medium,0,6000
499,Airplane,2000-03-05,No damage,UNITED AIRLINES,,,,Medium,0,
500,Airplane,2000-03-05,No damage,UNITED AIRLINES,,,,Medium,0,
501,Airplane,2000-03-05,Caused damage,BUSINESS,Illinois,Take-off run,,Medium,0,0
502,Airplane,2000-03-05,Caused damage,NORTHWEST AIRLINES,Kansas,Climb,,Medium,596002,2500
503,Airplane,2000-03-05,No damage,AIRTRAN AIRWAYS,Georgia,Climb,2000-03-05,Small,0,5
504,Airplane,2000-03-05,Caused damage,BUSINESS,New York,En Route,2000-03-06,,2673,2500
505,Airplane,2000-03-06,No damage,NORTHWEST AIRLINES,Florida,Approach,,,0,500
506,Airplane,2000-03-06,No damage,CONTINENTAL AIRLINES,New Jersey,Landing Roll,,Small,0,0
507,Airplane,2000-03-06,No damage,EXECUTIVE JET AVIATION,Kentucky,Climb,,Medium,2908,100
508,Airplane,2000-03-06,No damage,EXECUTIVE JET AVIATION,Colorado,Approach,,Small,8600,20
509,Airplane,2000-03-06,No damage,UNITED AIRLINES,,,,Medium,0,
510,Airplane,2000-03-06,Caused damage,TRANS WORLD AIRLINES,Missouri,Approach,,Small,0,1500
511,Airplane,2000-03-06,Caused damage,BUSINESS,Ohio,,,Medium,9420,
512,Airplane,2000-03-06,No damage,UNKNOWN,California,Landing Roll,2000-03-06,,0,0
513,Airplane,2000-03-06,No damage,AMERICAN AIRLINES,Minnesota,Climb,2000-03-09,Small,0,200
514,Airplane,2000-03-06,No damage,MILITARY,Texas,Climb,2000-05-26,Medium,21,50
515,Airplane,2000-03-06,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,2001-02-15,Small,0,50
516,Airplane,2000-03-07,No damage,AMERICAN EAGLE AIRLINES,California,Approach,,Small,0,500
517,Airplane,2000-03-07,No damage,FEDEX EXPRESS,Pennsylvania,Approach,,Small,0,
518,Airplane,2000-03-07,No damage,AIR CANADA,Florida,Take-off run,,Medium,0,0
519,Airplane,2000-03-07,No damage,UNITED AIRLINES,,,,Medium,0,
520,Airplane,2000-03-07,No damage,UNITED AIRLINES,DC,Approach,,Medium,0,
521,Airplane,2000-03-07,No damage,UNITED AIRLINES,New York,Approach,,Medium,0,
522,Airplane,2000-03-07,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,,Small,0,0
526,Airplane,2000-03-07,Caused damage,COMMUTAIR,New Jersey,Approach,,Large,0,2000
527,Airplane,2000-03-07,No damage,BUSINESS,Ohio,Landing Roll,2000-03-07,Large,0,0
528,Airplane,2000-03-07,No damage,NORTHWEST AIRLINES,Minnesota,Approach,2000-03-07,Small,0,75
530,Airplane,2000-03-07,No damage,MILITARY,Louisiana,Climb,2000-05-26,Medium,21,50
531,Airplane,2000-03-07,No damage,MILITARY,Texas,Approach,2001-04-02,Small,21,
532,Airplane,2000-03-08,No damage,EXPRESSJET (CONTINENTAL EXPRS),Arkansas,Climb,,Medium,0,700
533,Airplane,2000-03-08,No damage,ATLANTIC COAST AIRLINES,DC,Approach,,Medium,0,2000
535,Airplane,2000-03-08,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
536,Airplane,2000-03-08,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
537,Airplane,2000-03-08,No damage,UNITED AIRLINES,New Jersey,Descent,,Medium,0,3000
538,Airplane,2000-03-08,No damage,CONTINENTAL AIRLINES,,,,Medium,0,
539,Airplane,2000-03-08,No damage,UNITED AIRLINES,,,,Medium,0,
541,Airplane,2000-03-08,Caused damage,FEDEX EXPRESS,Louisiana,Approach,,Small,0,5000
542,Airplane,2000-03-08,No damage,UNITED AIRLINES,North Dakota,Approach,2000-03-08,,0,1700
543,Airplane,2000-03-08,Caused damage,AMERICAN AIRLINES,California,Approach,2000-03-09,Medium,0,300
544,Airplane,2000-03-08,No damage,MILITARY,Arizona,Climb,2000-05-26,Medium,21,50
545,Airplane,2000-03-08,Caused damage,BUSINESS,DC,Climb,2000-08-08,Medium,151009,1500
546,Airplane,2000-03-09,Caused damage,BUSINESS,Florida,Climb,,Medium,0,1000
547,Airplane,2000-03-09,Caused damage,FEDEX EXPRESS,,En Route,,Medium,0,
548,Airplane,2000-03-09,Caused damage,UNITED AIRLINES,New Jersey,Climb,,,0,1000
549,Airplane,2000-03-09,Caused damage,BUSINESS,Florida,Climb,,Large,0,2000
550,Airplane,2000-03-09,Caused damage,MILITARY,South Dakota,Approach,2000-04-05,Medium,668,1500
551,Airplane,2000-03-10,No damage,BUSINESS,Alabama,Climb,,Small,0,400
552,Airplane,2000-03-10,No damage,AMERICA WEST AIRLINES,Nevada,Landing Roll,,Small,0,0
553,Airplane,2000-03-10,No damage,UNITED AIRLINES,,,,Medium,0,
554,Airplane,2000-03-10,No damage,UNITED AIRLINES,,,,Medium,0,
555,Airplane,2000-03-10,No damage,UNITED AIRLINES,,Approach,,Medium,0,
556,Airplane,2000-03-10,No damage,DELTA AIR LINES,Florida,Approach,2000-03-10,Large,0,400
557,Airplane,2000-03-10,No damage,SPIRIT AIRLINES,New Jersey,Take-off run,2000-03-10,Small,0,0
558,Airplane,2000-03-10,Caused damage,DELTA AIR LINES,Kentucky,Approach,2000-03-13,,0,1300
559,Airplane,2000-03-10,No damage,BUSINESS,California,Climb,2000-03-20,,0,5
560,Airplane,2000-03-11,No damage,EXECUTIVE JET AVIATION,New Jersey,Climb,,Medium,0,1000
561,Airplane,2000-03-11,No damage,BUSINESS,Colorado,Approach,,Small,0,10
562,Airplane,2000-03-11,No damage,NORTHWEST AIRLINES,Nevada,Climb,,Medium,0,600
563,Airplane,2000-03-11,No damage,UNITED AIRLINES,Tennessee,Climb,,Medium,0,250
564,Airplane,2000-03-11,No damage,UNITED AIRLINES,Oregon,Landing Roll,,Medium,0,0
567,Airplane,2000-03-11,No damage,AMERICAN AIRLINES,Florida,Landing Roll,2000-03-11,,0,0
568,Airplane,2000-03-11,No damage,ALASKA AIRLINES,,,2000-03-11,,0,
569,Airplane,2000-03-11,Caused damage,UNITED AIRLINES,Indiana,Climb,2000-03-11,Small,0,200
570,Airplane,2000-03-11,No damage,SOUTHWEST AIRLINES,Florida,Approach,2000-03-12,Medium,0,500
571,Airplane,2000-03-11,No damage,MESABA AIRLINES,South Dakota,Approach,2000-03-12,Small,0,500
572,Airplane,2000-03-12,No damage,CHAUTAUQUA AIRLINES,Virginia,Landing Roll,,,0,0
573,Airplane,2000-03-12,No damage,UNITED AIRLINES,DC,Landing Roll,,Medium,0,0
574,Airplane,2000-03-12,No damage,UNITED AIRLINES,,,,Medium,0,
576,Airplane,2000-03-12,Caused damage,US AIRWAYS*,Pennsylvania,Landing Roll,,,0,0
577,Airplane,2000-03-12,Caused damage,UNITED AIRLINES,California,Approach,,Medium,0,5000
578,Airplane,2000-03-12,No damage,CHAUTAUQUA AIRLINES,Pennsylvania,Landing Roll,2000-03-12,Medium,0,0
579,Airplane,2000-03-12,No damage,DELTA AIR LINES,Virginia,Take-off run,2000-03-12,,0,0
580,Airplane,2000-03-12,Caused damage,DELTA AIR LINES,Virginia,Approach,2000-03-13,,0,100
581,Airplane,2000-03-12,Caused damage,BUSINESS,Massachusetts,Take-off run,2000-03-13,,0,0
582,Airplane,2000-03-12,Caused damage,BUSINESS,Nebraska,Approach,2000-03-21,Large,93546,
583,Airplane,2000-03-13,No damage,AMERICAN AIRLINES,Pennsylvania,Approach,,,0,600
584,Airplane,2000-03-13,No damage,NORTHWEST AIRLINES,Michigan,Approach,,Medium,0,200
585,Airplane,2000-03-13,No damage,ATLANTIC SOUTHEAST,Texas,Landing Roll,,Medium,0,0
586,Airplane,2000-03-13,No damage,UNITED AIRLINES,DC,Take-off run,,Medium,0,0
587,Airplane,2000-03-13,No damage,SOUTHWEST AIRLINES,California,Approach,,,0,10
588,Airplane,2000-03-13,No damage,AMERICAN AIRLINES,,,,Medium,0,
589,Airplane,2000-03-13,Caused damage,BUSINESS,Florida,Descent,,,0,
590,Airplane,2000-03-13,No damage,CONTINENTAL AIRLINES,New York,Climb,2000-03-13,Medium,0,10
591,Airplane,2000-03-13,No damage,ABX AIR,Alabama,Descent,2000-03-13,Small,0,5000
595,Airplane,2000-03-14,No damage,US AIRWAYS*,New York,Approach,,Medium,0,4000
596,Airplane,2000-03-14,No damage,NORTHWEST AIRLINES,New Jersey,Approach,,Medium,0,3000
597,Airplane,2000-03-14,No damage,UNITED AIRLINES,,,,Medium,0,
598,Airplane,2000-03-14,No damage,UNITED AIRLINES,,,,Medium,0,
599,Airplane,2000-03-14,No damage,BUSINESS,Kentucky,Climb,2000-03-14,,0,20
600,Airplane,2000-03-14,No damage,US AIRWAYS*,New York,Approach,2000-03-14,,0,400
601,Airplane,2000-03-14,No damage,AIRTRAN AIRWAYS,Georgia,Approach,2000-03-14,Medium,0,1000
602,Airplane,2000-03-14,No damage,COMAIR AIRLINES,Florida,Approach,2000-03-14,,0,9
603,Airplane,2000-03-14,No damage,AMERICAN AIRLINES,New Jersey,Approach,2000-03-14,Medium,0,5000
604,Airplane,2000-03-14,No damage,CANADIAN REGIONAL AIRLINES,New York,Approach,2000-03-15,Medium,0,2000
605,Airplane,2000-03-14,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2000-03-16,,0,0
606,Airplane,2000-03-15,No damage,AIR WISCONSIN AIRLINES,Indiana,Taxi,,Large,0,0
607,Airplane,2000-03-15,No damage,HAWAIIAN AIR,Hawaii,Approach,,Small,0,100
608,Airplane,2000-03-15,No damage,SOUTHWEST AIRLINES,Texas,Approach,,Small,0,300
610,Airplane,2000-03-15,Caused damage,ABX AIR,Ohio,Climb,,Medium,0,
611,Airplane,2000-03-15,No damage,COMAIR AIRLINES,Florida,Approach,2000-03-15,,0,200
612,Airplane,2000-03-15,No damage,BUSINESS,Missouri,Climb,2000-03-15,,0,300
614,Airplane,2000-03-15,No damage,BUSINESS,Ohio,Landing Roll,2000-03-15,,0,0
615,Airplane,2000-03-15,No damage,MIDWAY AIRLINES,Louisiana,Take-off run,2000-03-15,,0,0
616,Airplane,2000-03-15,No damage,AMERICAN AIRLINES,Texas,Descent,2000-03-15,Medium,0,5000
617,Airplane,2000-03-15,Caused damage,AMERICAN AIRLINES,Oklahoma,Approach,2000-03-15,,52118,2500
618,Airplane,2000-03-15,Caused damage,DELTA AIR LINES,New York,Approach,2000-03-15,Medium,0,1300
619,Airplane,2000-03-15,Caused damage,HAWAIIAN AIR,,Landing Roll,2000-03-16,Medium,0,0
620,Airplane,2000-03-16,No damage,PRO AIR,New Jersey,Landing Roll,,,0,0
621,Airplane,2000-03-16,No damage,UNITED AIRLINES,California,Approach,,Medium,0,200
622,Airplane,2000-03-16,No damage,UNITED AIRLINES,Illinois,Take-off run,,Medium,0,0
623,Airplane,2000-03-16,No damage,UNITED AIRLINES,California,Approach,,Medium,0,
